timestamp,session_id,user_id,country,platform,content_title,views,watch_time_minutes,revenue,buffering_ratio,startup_time_ms,bitrate_kbps,error_code
2026-01-01 01:40:00,s100,u472,Tunisia,Android TV,Series A,1,82,1.08,0.36,1694,2083,AUTH_ERROR
2026-01-01 01:41:00,s101,u629,Cameroon,Mobile,Series A,1,25,0.51,0.47,3051,5913,
2026-01-01 01:42:00,s102,u857,Senegal,STB,Documentary D,1,41,0.41,0.16,7208,1323,
2026-01-01 01:43:00,s103,u570,Morocco,Smart TV,Kids Show,1,33,0.11,0.38,4109,5654,
2026-01-01 01:44:00,s104,u2201,Cameroon,STB,Series B,1,19,0.91,0.2,6059,3205,
2026-01-01 01:45:00,s105,u186,France,Web,Sport Live,1,62,1.23,0.45,5531,2340,
2026-01-01 01:46:00,s106,u1683,Morocco,iOS,Series A,1,52,1.38,0.16,2487,4725,CDN_ERROR
2026-01-01 01:47:00,s107,u1041,Cameroon,Web,Movie C,1,74,0.04,0.41,2689,4520,
2026-01-01 01:48:00,s108,u2196,Cameroon,Android TV,Series B,1,9,0.38,0.36,5924,5819,AUTH_ERROR
2026-01-01 01:49:00,s109,u2342,Morocco,iOS,Sport Live,1,56,1.31,0.03,4926,2727,STARTUP_TIMEOUT
2026-01-01 01:50:00,s110,u1995,Tunisia,Smart TV,Documentary D,1,27,0.24,0.08,2684,2708,LOW_BITRATE
2026-01-01 01:51:00,s111,u2315,Ivory Coast,iOS,Sport Live,1,26,0.58,0.31,6632,3703,AUTH_ERROR
2026-01-01 01:52:00,s112,u460,Ivory Coast,Smart TV,Documentary D,1,48,0.92,0.06,4164,1555,CDN_ERROR
2026-01-01 01:53:00,s113,u1367,Tunisia,iOS,Kids Show,1,16,0.35,0.46,4686,849,AUTH_ERROR
2026-01-01 01:54:00,s114,u2243,Ivory Coast,Web,Sport Live,1,22,0.11,0.25,5863,4785,
2026-01-01 01:55:00,s115,u1203,Morocco,Smart TV,Series B,1,76,0.21,0.48,2431,2354,STARTUP_TIMEOUT
2026-01-01 01:56:00,s116,u509,Tunisia,Android TV,Sport Live,1,80,1.25,0.29,530,752,BUFFERING_ERROR
2026-01-01 01:57:00,s117,u2422,France,iOS,Sport Live,1,65,1.3,0.13,10164,4856,BUFFERING_ERROR
2026-01-01 01:58:00,s118,u2148,Tunisia,Android TV,Movie C,1,2,0.7,0.4,1378,780,STARTUP_TIMEOUT
2026-01-01 01:59:00,s119,u1452,Senegal,STB,Documentary D,1,18,1.08,0.12,5703,3670,STARTUP_TIMEOUT
2026-01-01 02:00:00,s120,u1200,Morocco,STB,Kids Show,1,3,1.38,0.4,1341,664,AUTH_ERROR
2026-01-01 02:01:00,s121,u1101,Morocco,STB,Documentary D,1,47,1.15,0.42,4729,4530,CDN_ERROR
2026-01-01 02:02:00,s122,u77,France,Smart TV,Series A,1,4,0.08,0.26,11714,5987,AUTH_ERROR
2026-01-01 02:03:00,s123,u2061,Tunisia,Smart TV,Sport Live,1,3,1.37,0.4,3143,1740,CDN_ERROR
2026-01-01 02:04:00,s124,u2044,Ivory Coast,Web,Movie C,1,48,1.49,0.14,4071,5478,AUTH_ERROR
2026-01-01 02:05:00,s125,u2450,Morocco,Android TV,Movie C,1,52,1.12,0.46,1255,4884,BUFFERING_ERROR
2026-01-01 02:06:00,s126,u1883,Senegal,STB,Kids Show,1,28,0.41,0.13,5185,3752,LOW_BITRATE
2026-01-01 02:07:00,s127,u387,Tunisia,iOS,Documentary D,1,44,0.56,0.29,4612,4555,
2026-01-01 02:08:00,s128,u275,Tunisia,Smart TV,Documentary D,1,15,0.44,0.47,3814,2999,
2026-01-01 02:09:00,s129,u399,Cameroon,Smart TV,Kids Show,1,53,0.18,0.12,3783,2278,
2026-01-01 02:10:00,s130,u2201,France,Android TV,Series B,1,41,1.16,0.16,8753,1913,BUFFERING_ERROR
2026-01-01 02:11:00,s131,u369,Senegal,Mobile,Movie C,1,35,1.21,0.09,8532,3235,CDN_ERROR
2026-01-01 02:12:00,s132,u2047,Morocco,Web,Kids Show,1,54,0.42,0.17,3476,4168,
2026-01-01 02:13:00,s133,u880,Senegal,Mobile,Series A,1,52,1.18,0.18,4467,2422,STARTUP_TIMEOUT
2026-01-01 02:14:00,s134,u1123,Cameroon,iOS,Sport Live,1,76,1.36,0.4,3941,3710,LOW_BITRATE
2026-01-01 02:15:00,s135,u420,Senegal,Web,Sport Live,1,52,1.26,0.43,6844,2877,
2026-01-01 02:16:00,s136,u1868,Morocco,iOS,Documentary D,1,4,0.84,0.36,1539,5235,BUFFERING_ERROR
2026-01-01 02:17:00,s137,u30,Morocco,Web,Series A,1,51,1.0,0.38,8180,3133,
2026-01-01 02:18:00,s138,u1259,Tunisia,Mobile,Sport Live,1,21,0.63,0.34,1932,1058,LOW_BITRATE
2026-01-01 02:19:00,s139,u774,Ivory Coast,Smart TV,Documentary D,1,90,1.23,0.33,3322,4037,LOW_BITRATE
2026-01-01 02:20:00,s140,u2215,France,Mobile,Series B,1,90,0.91,0.24,3027,987,
2026-01-01 02:21:00,s141,u2466,Tunisia,Web,Kids Show,1,10,0.74,0.1,6750,1342,BUFFERING_ERROR
2026-01-01 02:22:00,s142,u285,Tunisia,Web,Series B,1,76,1.31,0.13,4564,5569,AUTH_ERROR
2026-01-01 02:23:00,s143,u2238,Senegal,Mobile,Documentary D,1,63,0.4,0.45,4300,3724,
2026-01-01 02:24:00,s144,u2441,Tunisia,Android TV,Documentary D,1,24,0.61,0.51,3292,850,
2026-01-01 02:25:00,s145,u1652,Cameroon,iOS,Series A,1,49,1.15,0.27,4657,2705,CDN_ERROR
2026-01-01 02:26:00,s146,u853,France,Web,Series A,1,28,0.2,0.44,7697,3799,
2026-01-01 02:27:00,s147,u2169,Morocco,Mobile,Series A,1,76,0.81,0.26,1084,4576,
2026-01-01 02:28:00,s148,u236,Ivory Coast,STB,Kids Show,1,68,0.47,0.17,9445,1863,LOW_BITRATE
2026-01-01 02:29:00,s149,u1258,Ivory Coast,Mobile,Movie C,1,77,0.86,0.54,3903,3292,
2026-01-01 02:30:00,s150,u157,Ivory Coast,Mobile,Sport Live,1,75,0.9,0.22,11483,915,BUFFERING_ERROR
2026-01-01 02:31:00,s151,u2222,Senegal,STB,Kids Show,1,60,0.58,0.32,11810,4809,AUTH_ERROR
2026-01-01 02:32:00,s152,u1753,France,Mobile,Documentary D,1,44,1.05,0.2,9727,4732,
2026-01-01 02:33:00,s153,u573,Cameroon,STB,Documentary D,1,46,0.33,0.51,8783,1135,BUFFERING_ERROR
2026-01-01 02:34:00,s154,u1120,Tunisia,Web,Series B,1,53,1.0,0.11,6971,2481,CDN_ERROR
2026-01-01 02:35:00,s155,u910,Ivory Coast,Android TV,Kids Show,1,25,1.21,0.32,10628,5124,AUTH_ERROR
2026-01-01 02:36:00,s156,u125,France,Web,Sport Live,1,17,0.39,0.06,6148,2617,AUTH_ERROR
2026-01-01 02:37:00,s157,u545,Senegal,iOS,Movie C,1,59,0.02,0.41,10613,5614,AUTH_ERROR
2026-01-01 02:38:00,s158,u465,Tunisia,Smart TV,Sport Live,1,76,1.45,0.26,4312,2369,
2026-01-01 02:39:00,s159,u1616,Cameroon,Mobile,Series B,1,61,0.88,0.2,11154,632,BUFFERING_ERROR
2026-01-01 02:40:00,s160,u2088,Ivory Coast,Web,Documentary D,1,83,0.04,0.53,832,1381,
2026-01-01 02:41:00,s161,u1379,Senegal,Mobile,Series B,1,24,1.5,0.52,11866,5483,STARTUP_TIMEOUT
2026-01-01 02:42:00,s162,u2494,France,Android TV,Kids Show,1,52,0.78,0.04,9504,2282,AUTH_ERROR
2026-01-01 02:43:00,s163,u1531,France,Mobile,Movie C,1,25,0.42,0.09,10349,1711,
2026-01-01 02:44:00,s164,u121,France,Web,Series A,1,64,0.8,0.2,3855,3229,BUFFERING_ERROR
2026-01-01 02:45:00,s165,u1450,Tunisia,Web,Documentary D,1,85,1.09,0.41,6543,2105,
2026-01-01 02:46:00,s166,u1574,Senegal,iOS,Sport Live,1,46,0.46,0.18,8090,406,CDN_ERROR
2026-01-01 02:47:00,s167,u519,Senegal,Mobile,Series A,1,89,0.21,0.53,2818,1621,AUTH_ERROR
2026-01-01 02:48:00,s168,u2387,Cameroon,Android TV,Movie C,1,59,0.11,0.3,11603,4131,
2026-01-01 02:49:00,s169,u225,France,Web,Movie C,1,82,0.79,0.54,5724,3154,
2026-01-01 02:50:00,s170,u866,Tunisia,Web,Series B,1,68,0.78,0.05,3241,4830,
2026-01-01 02:51:00,s171,u734,Ivory Coast,Smart TV,Kids Show,1,80,0.17,0.05,5676,2148,CDN_ERROR
2026-01-01 02:52:00,s172,u672,Morocco,STB,Documentary D,1,23,1.32,0.49,6317,1478,
2026-01-01 02:53:00,s173,u906,Senegal,Mobile,Sport Live,1,28,0.31,0.31,11828,430,
2026-01-01 02:54:00,s174,u844,Senegal,iOS,Movie C,1,39,0.52,0.08,2829,3216,BUFFERING_ERROR
2026-01-01 02:55:00,s175,u150,Senegal,Smart TV,Documentary D,1,56,1.2,0.22,11144,1525,BUFFERING_ERROR
2026-01-01 02:56:00,s176,u1662,Morocco,Smart TV,Sport Live,1,44,1.29,0.04,7768,2912,
2026-01-01 02:57:00,s177,u2197,France,Android TV,Sport Live,1,79,0.94,0.27,6790,1114,CDN_ERROR
2026-01-01 02:58:00,s178,u2349,France,Mobile,Movie C,1,36,1.19,0.49,11001,2151,LOW_BITRATE
2026-01-01 02:59:00,s179,u412,Tunisia,Smart TV,Documentary D,1,47,0.78,0.01,3470,1691,LOW_BITRATE
2026-01-01 03:00:00,s180,u1979,Ivory Coast,Mobile,Documentary D,1,53,0.52,0.22,1803,2202,LOW_BITRATE
2026-01-01 03:01:00,s181,u498,France,STB,Movie C,1,48,0.83,0.17,10823,5010,STARTUP_TIMEOUT
2026-01-01 03:02:00,s182,u477,France,iOS,Documentary D,1,1,0.09,0.18,5924,2327,
2026-01-01 03:03:00,s183,u1802,Tunisia,Web,Sport Live,1,14,1.03,0.43,3879,5850,
2026-01-01 03:04:00,s184,u1299,Tunisia,Web,Series A,1,2,0.99,0.27,7399,5205,
2026-01-01 03:05:00,s185,u893,Morocco,STB,Sport Live,1,30,0.87,0.35,1689,4206,BUFFERING_ERROR
2026-01-01 03:06:00,s186,u1294,Morocco,Android TV,Series A,1,60,0.19,0.39,8783,5276,
2026-01-01 03:07:00,s187,u2152,Morocco,Mobile,Movie C,1,43,0.32,0.55,5711,5203,
2026-01-01 03:08:00,s188,u784,Morocco,Mobile,Sport Live,1,46,0.47,0.49,9415,5294,LOW_BITRATE
2026-01-01 03:09:00,s189,u2130,France,iOS,Sport Live,1,62,1.45,0.22,3752,902,
2026-01-01 03:10:00,s190,u227,Ivory Coast,STB,Kids Show,1,82,0.66,0.09,11781,5112,LOW_BITRATE
2026-01-01 03:11:00,s191,u1071,Ivory Coast,Android TV,Sport Live,1,17,0.57,0.03,7302,4671,
2026-01-01 03:12:00,s192,u593,Tunisia,iOS,Series B,1,86,0.92,0.44,5996,5289,AUTH_ERROR
2026-01-01 03:13:00,s193,u1335,France,Smart TV,Sport Live,1,41,1.19,0.16,5921,5251,CDN_ERROR
2026-01-01 03:14:00,s194,u430,Senegal,Smart TV,Series A,1,11,0.61,0.44,10481,2411,AUTH_ERROR
2026-01-01 03:15:00,s195,u1033,Cameroon,Smart TV,Series B,1,71,1.2,0.09,10687,4718,LOW_BITRATE
2026-01-01 03:16:00,s196,u1180,France,Mobile,Sport Live,1,19,0.73,0.18,6203,5280,AUTH_ERROR
2026-01-01 03:17:00,s197,u1208,Tunisia,Web,Movie C,1,42,0.86,0.23,10282,3273,STARTUP_TIMEOUT
2026-01-01 03:18:00,s198,u2115,Senegal,Android TV,Sport Live,1,48,1.31,0.31,5409,3264,LOW_BITRATE
2026-01-01 03:19:00,s199,u806,Senegal,Android TV,Series A,1,39,0.83,0.23,1556,3509,CDN_ERROR
2026-01-01 03:20:00,s200,u1934,Senegal,Web,Series B,1,71,1.31,0.22,8148,2998,BUFFERING_ERROR
2026-01-01 03:21:00,s201,u2003,Morocco,iOS,Series B,1,67,0.84,0.02,10057,4396,AUTH_ERROR
2026-01-01 03:22:00,s202,u85,Morocco,STB,Movie C,1,26,0.21,0.26,4524,3096,STARTUP_TIMEOUT
2026-01-01 03:23:00,s203,u1762,Tunisia,Mobile,Documentary D,1,72,0.47,0.07,11424,3542,CDN_ERROR
2026-01-01 03:24:00,s204,u1482,Tunisia,Android TV,Sport Live,1,84,1.17,0.32,11904,5234,BUFFERING_ERROR
2026-01-01 03:25:00,s205,u462,Ivory Coast,Mobile,Series A,1,23,1.07,0.22,11719,704,
2026-01-01 03:26:00,s206,u934,Ivory Coast,Web,Movie C,1,41,0.17,0.34,7267,2207,
2026-01-01 03:27:00,s207,u1334,Morocco,Smart TV,Kids Show,1,34,0.62,0.51,11366,5239,
2026-01-01 03:28:00,s208,u448,Tunisia,iOS,Sport Live,1,15,0.15,0.55,5360,531,LOW_BITRATE
2026-01-01 03:29:00,s209,u1561,Morocco,iOS,Documentary D,1,13,1.19,0.28,5573,4449,CDN_ERROR
2026-01-01 03:30:00,s210,u894,Cameroon,STB,Series B,1,40,0.42,0.17,7944,2432,LOW_BITRATE
2026-01-01 03:31:00,s211,u560,Morocco,iOS,Series A,1,66,0.53,0.31,1591,1723,
2026-01-01 03:32:00,s212,u705,Senegal,iOS,Series A,1,72,0.89,0.39,11280,1122,BUFFERING_ERROR
2026-01-01 03:33:00,s213,u2331,Cameroon,Web,Series A,1,71,0.53,0.39,11595,4974,AUTH_ERROR
2026-01-01 03:34:00,s214,u1236,Senegal,STB,Series A,1,33,0.73,0.01,9886,1706,BUFFERING_ERROR
2026-01-01 03:35:00,s215,u2126,France,Mobile,Documentary D,1,68,0.75,0.42,10482,4495,CDN_ERROR
2026-01-01 03:36:00,s216,u26,Cameroon,Smart TV,Sport Live,1,48,1.05,0.54,8736,1252,
2026-01-01 03:37:00,s217,u303,Senegal,Mobile,Movie C,1,87,0.32,0.35,11280,3749,AUTH_ERROR
2026-01-01 03:38:00,s218,u996,France,Mobile,Series B,1,45,0.31,0.06,1421,3621,
2026-01-01 03:39:00,s219,u249,Cameroon,Android TV,Series A,1,65,0.91,0.17,5519,3328,
2026-01-01 03:40:00,s220,u74,France,Mobile,Series B,1,70,0.51,0.39,3043,3059,LOW_BITRATE
2026-01-01 03:41:00,s221,u1665,Tunisia,iOS,Kids Show,1,7,0.16,0.36,2021,2115,BUFFERING_ERROR
2026-01-01 03:42:00,s222,u870,Cameroon,Web,Sport Live,1,21,0.06,0.19,6038,5424,BUFFERING_ERROR
2026-01-01 03:43:00,s223,u580,Morocco,Mobile,Series A,1,20,0.67,0.5,11217,5147,
2026-01-01 03:44:00,s224,u1215,Morocco,Web,Kids Show,1,69,1.16,0.35,11617,1910,BUFFERING_ERROR
2026-01-01 03:45:00,s225,u874,Senegal,Web,Kids Show,1,86,0.56,0.36,3232,1703,BUFFERING_ERROR
2026-01-01 03:46:00,s226,u2209,Senegal,STB,Kids Show,1,66,1.39,0.03,7873,3560,
2026-01-01 03:47:00,s227,u98,Senegal,Web,Sport Live,1,18,0.96,0.29,4684,5714,
2026-01-01 03:48:00,s228,u584,Tunisia,STB,Kids Show,1,85,0.29,0.23,8011,3041,STARTUP_TIMEOUT
2026-01-01 03:49:00,s229,u1480,France,Smart TV,Series A,1,20,0.67,0.28,10743,601,STARTUP_TIMEOUT
2026-01-01 03:50:00,s230,u635,France,STB,Series A,1,60,0.47,0.36,11666,474,
2026-01-01 03:51:00,s231,u1745,Cameroon,Android TV,Movie C,1,88,1.13,0.3,3119,4599,AUTH_ERROR
2026-01-01 03:52:00,s232,u1403,Senegal,Web,Series B,1,4,1.11,0.31,1685,4494,STARTUP_TIMEOUT
