timestamp,operator,country,bundle_name,platform,content_title,views,watch_time_minutes,revenue,bundle_price,usage_mb,arpu_uplift,churn_risk,buffering_ratio,startup_time_ms,error_code
2026-01-01 01:02:00,Moov,Cameroon,Premium Sports Bundle,Web,Documentary D,1,64,3.37,4.99,3666,0.7,Low,0.09,4097,
2026-01-01 01:03:00,Moov,Senegal,Zero-Rating Bundle,Smart TV,Kids Show,1,12,2.6,4.99,3194,0.66,High,0.18,1663,LOW_BITRATE
2026-01-01 01:04:00,Vodacom,Rwanda,Premium Sports Bundle,Web,Documentary D,1,111,2.52,4.99,4555,1.82,Medium,0.11,5397,AUTH_ERROR
2026-01-01 01:05:00,Moov,Cameroon,Premium Sports Bundle,STB,Movie C,1,19,1.13,1.99,2413,0.17,Medium,0.13,712,BUFFERING_ERROR
2026-01-01 01:06:00,Moov,Rwanda,Zero-Rating Bundle,STB,Sport Live,1,27,6.2,9.99,4809,0.67,High,0.31,7939,AUTH_ERROR
2026-01-01 01:07:00,Airtel,Rwanda,OTT Daily Pass,STB,Sport Live,1,61,6.97,9.99,4206,0.37,Medium,0.16,1762,
2026-01-01 01:08:00,Vodacom,Morocco,OTT Daily Pass,Smart TV,Sport Live,1,28,1.13,1.99,1237,2.31,High,0.33,597,
2026-01-01 01:09:00,Orange,Ivory Coast,OTT Daily Pass,STB,Documentary D,1,17,8.57,14.99,885,0.27,High,0.44,7979,LOW_BITRATE
2026-01-01 01:10:00,Orange,Ivory Coast,Zero-Rating Bundle,Web,Movie C,1,50,2.52,4.99,4557,0.46,Medium,0.22,1831,AUTH_ERROR
2026-01-01 01:11:00,MTN,Cameroon,Zero-Rating Bundle,Mobile,Kids Show,1,115,1.05,1.99,4549,2.96,Low,0.06,6367,BUFFERING_ERROR
2026-01-01 01:12:00,Moov,Ivory Coast,Zero-Rating Bundle,Smart TV,Movie C,1,104,6.07,9.99,3631,1.72,High,0.14,3853,LOW_BITRATE
2026-01-01 01:13:00,Moov,Cameroon,OTT Daily Pass,Mobile,Kids Show,1,43,3.69,9.99,4455,0.27,High,0.13,6466,BUFFERING_ERROR
2026-01-01 01:14:00,Airtel,Cameroon,OTT Daily Pass,STB,Movie C,1,25,6.06,9.99,1621,0.94,Medium,0.1,3631,
2026-01-01 01:15:00,MTN,Morocco,Family Entertainment,Smart TV,Kids Show,1,21,3.43,9.99,1303,0.4,High,0.2,7227,LOW_BITRATE
2026-01-01 01:16:00,Vodacom,Rwanda,Family Entertainment,Smart TV,Series A,1,37,9.89,14.99,2974,0.92,High,0.18,8171,
2026-01-01 01:17:00,Vodacom,Cameroon,Family Entertainment,Web,Movie C,1,90,5.32,14.99,3395,1.3,Low,0.16,7795,
2026-01-01 01:18:00,Airtel,Rwanda,Zero-Rating Bundle,Web,Series A,1,103,3.45,4.99,681,1.21,High,0.41,2480,
2026-01-01 01:19:00,Vodacom,Morocco,Zero-Rating Bundle,Mobile,Kids Show,1,111,2.85,4.99,3851,0.43,Low,0.42,2071,
2026-01-01 01:20:00,MTN,Morocco,Premium Sports Bundle,STB,Movie C,1,109,6.96,9.99,2586,2.95,High,0.44,2375,
2026-01-01 01:21:00,MTN,Senegal,Zero-Rating Bundle,Smart TV,Series A,1,106,3.23,4.99,782,3.37,High,0.19,6187,
2026-01-01 01:22:00,Airtel,Morocco,OTT Daily Pass,Smart TV,Sport Live,1,8,1.19,1.99,775,0.21,Low,0.01,2998,BUFFERING_ERROR
2026-01-01 01:23:00,Orange,Ivory Coast,Family Entertainment,STB,Documentary D,1,48,2.83,4.99,509,0.72,High,0.23,5963,BUFFERING_ERROR
2026-01-01 01:24:00,Orange,Ivory Coast,OTT Daily Pass,Web,Series A,1,84,1.7,4.99,1898,1.44,Medium,0.05,8614,
2026-01-01 01:25:00,Airtel,Morocco,Premium Sports Bundle,Smart TV,Sport Live,1,5,6.4,14.99,3711,0.73,Low,0.1,1627,
2026-01-01 01:26:00,Airtel,Morocco,Premium Sports Bundle,STB,Kids Show,1,46,4.06,9.99,3639,2.93,Low,0.25,4065,
2026-01-01 01:27:00,MTN,Morocco,Family Entertainment,Smart TV,Kids Show,1,22,3.66,9.99,960,2.38,Low,0.03,6884,AUTH_ERROR
2026-01-01 01:28:00,Airtel,Benin,Premium Sports Bundle,Smart TV,Kids Show,1,33,2.42,4.99,605,2.91,High,0.31,2153,LOW_BITRATE
2026-01-01 01:29:00,Orange,Senegal,Zero-Rating Bundle,Mobile,Movie C,1,118,5.95,14.99,4813,1.94,Medium,0.4,1009,
2026-01-01 01:30:00,Orange,Cameroon,Family Entertainment,Mobile,Series A,1,12,6.16,9.99,2868,1.49,High,0.45,7885,
2026-01-01 01:31:00,Airtel,Benin,Family Entertainment,Smart TV,Series A,1,38,0.83,1.99,4204,2.54,Low,0.11,4769,
2026-01-01 01:32:00,Vodacom,Benin,Family Entertainment,Web,Series A,1,35,4.88,9.99,1993,1.52,Low,0.35,7766,LOW_BITRATE
2026-01-01 01:33:00,Vodacom,Cameroon,Premium Sports Bundle,Web,Series A,1,99,0.84,1.99,4294,0.49,High,0.24,5159,BUFFERING_ERROR
2026-01-01 01:34:00,Moov,Benin,OTT Weekly Pass,Web,Sport Live,1,85,8.25,14.99,2785,3.24,Low,0.34,3827,AUTH_ERROR
2026-01-01 01:35:00,Orange,Morocco,OTT Daily Pass,STB,Sport Live,1,108,1.0,1.99,331,1.2,High,0.1,4159,LOW_BITRATE
2026-01-01 01:36:00,MTN,Rwanda,Zero-Rating Bundle,STB,Movie C,1,116,6.94,9.99,413,2.34,High,0.09,2051,BUFFERING_ERROR
2026-01-01 01:37:00,Moov,Morocco,Family Entertainment,STB,Series A,1,96,0.74,1.99,597,1.17,Low,0.02,3507,AUTH_ERROR
2026-01-01 01:38:00,Airtel,Rwanda,Zero-Rating Bundle,Smart TV,Sport Live,1,85,1.27,1.99,1599,1.31,Low,0.06,6756,
2026-01-01 01:39:00,Vodacom,Ivory Coast,OTT Daily Pass,STB,Kids Show,1,117,3.99,9.99,1194,2.85,Low,0.39,1797,
2026-01-01 01:40:00,Moov,Rwanda,Family Entertainment,Smart TV,Sport Live,1,83,3.48,4.99,3063,2.43,High,0.08,7150,AUTH_ERROR
2026-01-01 01:41:00,MTN,Senegal,Premium Sports Bundle,STB,Kids Show,1,78,2.99,4.99,896,1.56,Low,0.21,1126,LOW_BITRATE
2026-01-01 01:42:00,Moov,Rwanda,Family Entertainment,Web,Documentary D,1,52,7.04,14.99,1785,2.54,Low,0.4,3147,
2026-01-01 01:43:00,Airtel,Morocco,Premium Sports Bundle,STB,Documentary D,1,20,5.94,9.99,3451,3.34,Low,0.22,2175,
2026-01-01 01:44:00,Orange,Rwanda,OTT Daily Pass,Web,Movie C,1,14,3.39,4.99,1051,1.03,High,0.1,8710,
2026-01-01 01:45:00,Vodacom,Cameroon,Premium Sports Bundle,STB,Sport Live,1,105,1.16,1.99,2023,3.49,High,0.07,8050,AUTH_ERROR
2026-01-01 01:46:00,Vodacom,Benin,OTT Weekly Pass,Web,Sport Live,1,58,6.28,9.99,4957,3.48,Medium,0.41,7458,
2026-01-01 01:47:00,Vodacom,Benin,OTT Daily Pass,STB,Kids Show,1,99,0.9,1.99,2426,3.38,High,0.34,2491,
2026-01-01 01:48:00,Orange,Morocco,OTT Daily Pass,Mobile,Kids Show,1,79,1.61,4.99,3760,2.32,High,0.05,1848,BUFFERING_ERROR
2026-01-01 01:49:00,Vodacom,Cameroon,Premium Sports Bundle,STB,Documentary D,1,40,7.75,14.99,1256,1.61,High,0.35,8324,
2026-01-01 01:50:00,Vodacom,Morocco,Premium Sports Bundle,Smart TV,Series A,1,96,6.15,14.99,899,2.38,Low,0.38,4912,BUFFERING_ERROR
2026-01-01 01:51:00,Orange,Benin,Premium Sports Bundle,Web,Sport Live,1,105,9.95,14.99,817,0.9,High,0.43,7713,
2026-01-01 01:52:00,Airtel,Senegal,Premium Sports Bundle,Smart TV,Kids Show,1,92,7.31,14.99,2299,3.1,Medium,0.19,4548,AUTH_ERROR
2026-01-01 01:53:00,Moov,Ivory Coast,Zero-Rating Bundle,Web,Series A,1,101,6.51,14.99,4965,2.73,High,0.29,7461,
2026-01-01 01:54:00,Airtel,Ivory Coast,Premium Sports Bundle,Smart TV,Movie C,1,110,2.2,4.99,1896,1.95,Low,0.12,4675,
2026-01-01 01:55:00,Vodacom,Senegal,Premium Sports Bundle,Web,Series A,1,107,3.06,9.99,828,2.65,Medium,0.11,1088,
2026-01-01 01:56:00,Orange,Ivory Coast,Premium Sports Bundle,Mobile,Series A,1,54,1.62,4.99,2475,3.29,Low,0.03,8815,
2026-01-01 01:57:00,Moov,Morocco,Zero-Rating Bundle,Smart TV,Kids Show,1,36,5.33,9.99,3852,2.45,High,0.43,4583,
2026-01-01 01:58:00,Orange,Benin,Premium Sports Bundle,Mobile,Movie C,1,30,2.45,4.99,433,2.94,Medium,0.28,8134,
2026-01-01 01:59:00,MTN,Rwanda,Zero-Rating Bundle,STB,Sport Live,1,50,1.18,1.99,2133,2.61,High,0.02,4258,
2026-01-01 02:00:00,MTN,Morocco,Family Entertainment,Mobile,Sport Live,1,33,3.3,9.99,4032,1.95,Medium,0.24,7484,
2026-01-01 02:01:00,Vodacom,Rwanda,Zero-Rating Bundle,Mobile,Sport Live,1,70,1.25,1.99,952,1.15,High,0.19,1276,AUTH_ERROR
2026-01-01 02:02:00,Orange,Ivory Coast,Family Entertainment,STB,Series A,1,32,5.29,9.99,595,2.86,Medium,0.27,4148,AUTH_ERROR
2026-01-01 02:03:00,Airtel,Rwanda,Family Entertainment,Smart TV,Series A,1,13,5.33,9.99,1292,0.76,High,0.29,6747,
2026-01-01 02:04:00,Moov,Morocco,OTT Daily Pass,STB,Series A,1,85,5.94,14.99,1628,0.38,High,0.3,6342,
2026-01-01 02:05:00,Airtel,Senegal,OTT Weekly Pass,Smart TV,Movie C,1,83,2.08,4.99,177,0.55,Medium,0.31,2723,
2026-01-01 02:06:00,MTN,Morocco,Zero-Rating Bundle,STB,Movie C,1,80,0.69,1.99,2648,2.02,Medium,0.34,2284,LOW_BITRATE
2026-01-01 02:07:00,Vodacom,Ivory Coast,OTT Weekly Pass,Mobile,Documentary D,1,108,3.49,4.99,2897,2.75,Low,0.4,4664,
2026-01-01 02:08:00,MTN,Rwanda,Premium Sports Bundle,Smart TV,Movie C,1,92,5.66,9.99,3134,2.63,Medium,0.09,3161,
2026-01-01 02:09:00,Orange,Rwanda,Zero-Rating Bundle,STB,Documentary D,1,25,5.74,14.99,1327,2.69,High,0.2,5692,
2026-01-01 02:10:00,MTN,Ivory Coast,Family Entertainment,Mobile,Sport Live,1,59,2.69,4.99,3078,2.26,Low,0.43,3726,AUTH_ERROR
2026-01-01 02:11:00,Moov,Senegal,OTT Weekly Pass,Smart TV,Kids Show,1,69,5.19,14.99,4443,1.72,High,0.14,2617,
2026-01-01 02:12:00,Orange,Ivory Coast,Family Entertainment,Smart TV,Movie C,1,27,0.72,1.99,3453,0.39,Low,0.32,6188,
2026-01-01 02:13:00,Vodacom,Ivory Coast,Zero-Rating Bundle,Web,Sport Live,1,118,3.2,4.99,693,2.07,Low,0.33,5488,
2026-01-01 02:14:00,Airtel,Cameroon,Premium Sports Bundle,Mobile,Series A,1,78,2.85,4.99,1624,0.68,High,0.05,8189,BUFFERING_ERROR
2026-01-01 02:15:00,Airtel,Senegal,Premium Sports Bundle,Smart TV,Kids Show,1,9,3.46,4.99,4097,0.32,Low,0.35,1187,LOW_BITRATE
2026-01-01 02:16:00,Moov,Morocco,Zero-Rating Bundle,STB,Documentary D,1,115,2.23,4.99,411,0.87,Low,0.18,7125,LOW_BITRATE
2026-01-01 02:17:00,Vodacom,Morocco,Family Entertainment,Mobile,Movie C,1,113,3.13,4.99,515,2.55,Low,0.25,5898,BUFFERING_ERROR
2026-01-01 02:18:00,Orange,Benin,Family Entertainment,Web,Sport Live,1,69,5.78,14.99,3725,1.05,Medium,0.1,2451,LOW_BITRATE
2026-01-01 02:19:00,Moov,Benin,OTT Weekly Pass,Smart TV,Series A,1,58,5.37,14.99,1167,2.3,Low,0.17,3245,
2026-01-01 02:20:00,Orange,Cameroon,Premium Sports Bundle,Mobile,Documentary D,1,15,1.08,1.99,1857,2.59,Medium,0.1,2057,
2026-01-01 02:21:00,Moov,Morocco,Zero-Rating Bundle,Web,Documentary D,1,7,7.51,14.99,299,0.95,Low,0.21,5441,
2026-01-01 02:22:00,Vodacom,Cameroon,OTT Weekly Pass,Web,Kids Show,1,113,1.03,1.99,4833,1.64,Low,0.42,5710,
2026-01-01 02:23:00,MTN,Cameroon,OTT Weekly Pass,Mobile,Kids Show,1,26,8.02,14.99,3406,2.96,Low,0.04,8965,BUFFERING_ERROR
2026-01-01 02:24:00,Airtel,Rwanda,Premium Sports Bundle,STB,Documentary D,1,61,6.31,14.99,3578,1.72,High,0.02,5871,
2026-01-01 02:25:00,Moov,Senegal,OTT Daily Pass,STB,Sport Live,1,114,9.2,14.99,1736,0.51,High,0.38,1223,
2026-01-01 02:26:00,MTN,Rwanda,Family Entertainment,STB,Kids Show,1,80,6.38,9.99,2869,2.12,Medium,0.09,3847,
2026-01-01 02:27:00,Orange,Senegal,Family Entertainment,Web,Movie C,1,108,4.3,9.99,1359,0.74,Low,0.18,1066,
2026-01-01 02:28:00,Airtel,Benin,OTT Daily Pass,Mobile,Kids Show,1,61,0.91,1.99,2415,2.83,Low,0.1,3171,
2026-01-01 02:29:00,Orange,Ivory Coast,Premium Sports Bundle,Web,Kids Show,1,54,1.78,4.99,3811,2.83,Medium,0.14,8691,AUTH_ERROR
2026-01-01 02:30:00,Orange,Senegal,Family Entertainment,STB,Kids Show,1,105,4.16,9.99,4848,1.02,Low,0.04,8938,BUFFERING_ERROR
2026-01-01 02:31:00,Moov,Benin,Zero-Rating Bundle,STB,Movie C,1,6,7.23,14.99,3350,2.55,Low,0.43,1152,
2026-01-01 02:32:00,MTN,Morocco,Premium Sports Bundle,Mobile,Series A,1,28,1.88,4.99,4302,1.4,Medium,0.35,6896,
2026-01-01 02:33:00,Airtel,Senegal,OTT Weekly Pass,Smart TV,Movie C,1,108,3.95,9.99,3441,1.41,Medium,0.44,5153,AUTH_ERROR
2026-01-01 02:34:00,Moov,Rwanda,Zero-Rating Bundle,Web,Series A,1,24,6.79,9.99,3068,0.23,High,0.41,7946,
2026-01-01 02:35:00,MTN,Morocco,OTT Daily Pass,STB,Movie C,1,27,5.32,14.99,3302,0.57,Low,0.28,6114,BUFFERING_ERROR
2026-01-01 02:36:00,Moov,Rwanda,OTT Daily Pass,Mobile,Sport Live,1,102,2.89,4.99,2767,1.02,Medium,0.17,5741,AUTH_ERROR
2026-01-01 02:37:00,Airtel,Ivory Coast,OTT Daily Pass,Web,Kids Show,1,48,1.56,4.99,4556,0.66,High,0.33,4292,BUFFERING_ERROR
2026-01-01 02:38:00,Moov,Morocco,Family Entertainment,STB,Kids Show,1,85,8.89,14.99,4936,1.92,High,0.24,7369,
2026-01-01 02:39:00,Airtel,Rwanda,OTT Weekly Pass,Web,Documentary D,1,109,6.91,9.99,2117,0.62,Low,0.07,1410,BUFFERING_ERROR
2026-01-01 02:40:00,Vodacom,Ivory Coast,OTT Weekly Pass,STB,Movie C,1,22,3.06,9.99,2437,0.15,Medium,0.24,1925,
2026-01-01 02:41:00,Vodacom,Senegal,OTT Weekly Pass,STB,Sport Live,1,64,0.81,1.99,1139,0.5,Low,0.17,5160,
2026-01-01 02:42:00,Orange,Benin,Family Entertainment,Web,Documentary D,1,91,9.85,14.99,4449,2.09,Low,0.39,2589,
2026-01-01 02:43:00,Orange,Morocco,Family Entertainment,STB,Documentary D,1,81,0.93,1.99,472,0.72,Low,0.18,5876,AUTH_ERROR
2026-01-01 02:44:00,Airtel,Rwanda,Premium Sports Bundle,Mobile,Series A,1,27,9.06,14.99,1698,1.28,Medium,0.16,8692,LOW_BITRATE
2026-01-01 02:45:00,Vodacom,Benin,OTT Daily Pass,Mobile,Kids Show,1,35,8.3,14.99,4432,2.79,Medium,0.11,1364,LOW_BITRATE
2026-01-01 02:46:00,Orange,Ivory Coast,Family Entertainment,Web,Documentary D,1,37,5.03,14.99,460,3.34,Medium,0.3,2685,LOW_BITRATE
2026-01-01 02:47:00,Moov,Rwanda,Premium Sports Bundle,Web,Kids Show,1,30,5.95,9.99,3611,2.18,High,0.03,7718,
2026-01-01 02:48:00,Airtel,Cameroon,Family Entertainment,STB,Series A,1,52,9.16,14.99,3174,2.66,Medium,0.12,8987,
2026-01-01 02:49:00,Airtel,Rwanda,Zero-Rating Bundle,Mobile,Documentary D,1,60,6.42,9.99,4642,2.88,Medium,0.43,7581,AUTH_ERROR
2026-01-01 02:50:00,Moov,Benin,Premium Sports Bundle,Smart TV,Sport Live,1,49,4.67,9.99,529,1.7,Low,0.33,2166,
2026-01-01 02:51:00,Vodacom,Benin,OTT Weekly Pass,STB,Documentary D,1,67,0.93,1.99,1956,0.51,Low,0.11,6601,
2026-01-01 02:52:00,MTN,Benin,Premium Sports Bundle,Web,Kids Show,1,101,3.47,9.99,4306,0.19,Low,0.1,2080,BUFFERING_ERROR
2026-01-01 02:53:00,Airtel,Ivory Coast,OTT Daily Pass,Mobile,Kids Show,1,96,10.2,14.99,3573,1.48,Medium,0.06,6073,
2026-01-01 02:54:00,Airtel,Benin,Premium Sports Bundle,Smart TV,Documentary D,1,101,7.68,14.99,3457,1.35,Medium,0.15,1123,LOW_BITRATE
2026-01-01 02:55:00,Airtel,Benin,Family Entertainment,STB,Sport Live,1,7,10.26,14.99,3779,1.03,Low,0.17,5453,AUTH_ERROR
2026-01-01 02:56:00,Orange,Benin,Zero-Rating Bundle,Smart TV,Movie C,1,69,2.96,4.99,4328,3.44,Medium,0.06,4986,AUTH_ERROR
2026-01-01 02:57:00,Airtel,Cameroon,Family Entertainment,Mobile,Series A,1,91,4.71,9.99,451,3.16,High,0.12,2379,
