timestamp,region,user_id,device,latency,bitrate,status,cdn,video_id
2026-04-29T00:00:28,FR,user_28,web,608,4864,500,cloudfront,vid_45
2026-04-29T00:00:29,MA,user_29,android,200,1369,200,cloudfront,vid_47
2026-04-29T00:00:30,AE,user_30,web,1004,1124,500,cloudfront,vid_33
2026-04-29T00:00:31,FR,user_31,web,531,971,200,cloudflare,vid_46
2026-04-29T00:00:32,FR,user_32,web,728,2966,200,akamai,vid_5
2026-04-29T00:00:33,AE,user_33,smart_tv,285,2704,200,cloudfront,vid_21
2026-04-29T00:00:34,EG,user_34,smart_tv,199,3149,500,cloudflare,vid_35
2026-04-29T00:00:35,EG,user_35,web,170,3825,200,cloudflare,vid_23
2026-04-29T00:00:36,FR,user_36,smart_tv,937,2757,200,cloudflare,vid_19
2026-04-29T00:00:37,FR,user_37,android,781,1695,200,cloudfront,vid_34
2026-04-29T00:00:38,FR,user_38,web,669,4086,200,cloudfront,vid_32
2026-04-29T00:00:39,FR,user_39,android,169,2705,200,cloudfront,vid_11
2026-04-29T00:00:40,EG,user_40,android,954,500,200,akamai,vid_29
2026-04-29T00:00:41,FR,user_41,web,917,1682,200,cloudflare,vid_5
2026-04-29T00:00:42,FR,user_42,android,165,2531,200,akamai,vid_40
2026-04-29T00:00:43,AE,user_43,ios,896,960,200,cloudflare,vid_24
2026-04-29T00:00:44,FR,user_44,web,558,1980,500,cloudflare,vid_27
2026-04-29T00:00:45,MA,user_45,smart_tv,979,1076,200,akamai,vid_23
2026-04-29T00:00:46,FR,user_46,web,179,2882,200,cloudfront,vid_6
2026-04-29T00:00:47,EG,user_47,android,851,4086,200,cloudflare,vid_42
2026-04-29T00:00:48,AE,user_48,web,159,4204,200,cloudfront,vid_14
2026-04-29T00:00:49,FR,user_49,smart_tv,802,500,200,cloudfront,vid_37
2026-04-29T00:00:50,AE,user_50,ios,818,5016,500,akamai,vid_41
2026-04-29T00:00:51,EG,user_51,web,871,2871,500,akamai,vid_16
2026-04-29T00:00:52,FR,user_52,smart_tv,148,5513,200,akamai,vid_23
2026-04-29T00:00:53,AE,user_53,android,202,4242,200,cloudfront,vid_40
2026-04-29T00:00:54,EG,user_54,smart_tv,202,2531,200,cloudfront,vid_17
2026-04-29T00:00:55,MA,user_55,smart_tv,239,2891,200,cloudflare,vid_47
2026-04-29T00:00:56,MA,user_56,smart_tv,153,3067,200,cloudflare,vid_1
2026-04-29T00:00:57,AE,user_57,smart_tv,289,4549,200,akamai,vid_47
2026-04-29T00:00:58,MA,user_58,smart_tv,147,873,200,cloudfront,vid_35
2026-04-29T00:00:59,FR,user_59,ios,919,3481,200,cloudfront,vid_27
2026-04-29T00:01:00,AE,user_60,smart_tv,452,3645,500,cloudflare,vid_49
2026-04-29T00:01:01,MA,user_61,android,183,4497,200,cloudfront,vid_4
2026-04-29T00:01:02,AE,user_62,smart_tv,861,3328,200,cloudfront,vid_13
2026-04-29T00:01:03,EG,user_63,ios,944,3290,200,cloudflare,vid_45
2026-04-29T00:01:04,MA,user_64,ios,511,4936,200,cloudfront,vid_24
2026-04-29T00:01:05,AE,user_65,ios,851,3961,200,akamai,vid_33
2026-04-29T00:01:06,EG,user_66,ios,152,2952,500,cloudflare,vid_46
2026-04-29T00:01:07,AE,user_67,android,241,2308,200,cloudflare,vid_16
2026-04-29T00:01:08,AE,user_68,android,701,3194,500,cloudflare,vid_48
2026-04-29T00:01:09,EG,user_69,web,255,3185,200,cloudfront,vid_21
2026-04-29T00:01:10,EG,user_70,web,106,4436,200,cloudflare,vid_4
2026-04-29T00:01:11,MA,user_71,android,194,4525,200,cloudfront,vid_18
2026-04-29T00:01:12,MA,user_72,android,829,4605,200,akamai,vid_13
2026-04-29T00:01:13,EG,user_73,android,1019,4133,200,akamai,vid_42
2026-04-29T00:01:14,AE,user_74,android,126,1350,200,akamai,vid_30
2026-04-29T00:01:15,AE,user_75,web,672,4814,500,akamai,vid_30
2026-04-29T00:01:16,AE,user_76,ios,220,2278,200,cloudflare,vid_26
2026-04-29T00:01:17,EG,user_77,ios,192,957,200,akamai,vid_38
2026-04-29T00:01:18,AE,user_78,ios,226,3400,500,cloudfront,vid_19
2026-04-29T00:01:19,FR,user_79,smart_tv,153,2240,200,akamai,vid_41
2026-04-29T00:01:20,AE,user_80,android,519,2431,200,akamai,vid_32
2026-04-29T00:01:21,EG,user_81,web,567,3757,500,cloudflare,vid_8
2026-04-29T00:01:22,AE,user_82,smart_tv,149,871,500,cloudflare,vid_30
2026-04-29T00:01:23,MA,user_83,android,1000,3184,500,cloudflare,vid_29
2026-04-29T00:01:24,MA,user_84,ios,1010,656,200,cloudfront,vid_24
2026-04-29T00:01:25,EG,user_85,android,222,3413,500,cloudflare,vid_36
2026-04-29T00:01:26,EG,user_86,web,374,974,500,cloudflare,vid_25
2026-04-29T00:01:27,AE,user_87,android,200,3649,500,cloudfront,vid_39
2026-04-29T00:01:28,FR,user_88,android,245,500,200,cloudfront,vid_3
2026-04-29T00:01:29,MA,user_89,web,1029,2961,200,cloudflare,vid_41
2026-04-29T00:01:30,AE,user_90,web,244,4317,200,akamai,vid_18
2026-04-29T00:01:31,AE,user_91,smart_tv,757,3030,500,akamai,vid_40
2026-04-29T00:01:32,MA,user_92,web,220,4045,200,cloudflare,vid_3
2026-04-29T00:01:33,EG,user_93,web,244,2590,200,cloudfront,vid_4
2026-04-29T00:01:34,AE,user_94,smart_tv,818,3396,200,cloudfront,vid_20
2026-04-29T00:01:35,FR,user_95,smart_tv,184,819,200,cloudflare,vid_11
2026-04-29T00:01:36,EG,user_96,web,762,2749,500,cloudfront,vid_15
2026-04-29T00:01:37,MA,user_97,android,844,3965,500,akamai,vid_42
2026-04-29T00:01:38,EG,user_98,ios,221,3245,500,akamai,vid_45
2026-04-29T00:01:39,MA,user_99,web,126,2632,200,cloudfront,vid_26
2026-04-29T00:01:40,AE,user_100,ios,223,2896,200,akamai,vid_36
2026-04-29T00:01:41,MA,user_101,ios,1051,4278,200,akamai,vid_37
2026-04-29T00:01:42,AE,user_102,ios,661,2938,200,cloudflare,vid_47
2026-04-29T00:01:43,FR,user_103,smart_tv,845,4089,500,cloudfront,vid_18
2026-04-29T00:01:44,AE,user_104,ios,176,4418,200,akamai,vid_13
2026-04-29T00:01:45,FR,user_105,web,190,4950,500,cloudfront,vid_2
2026-04-29T00:01:46,EG,user_106,smart_tv,226,2705,500,cloudfront,vid_34
2026-04-29T00:01:47,EG,user_107,web,310,3026,200,cloudflare,vid_44
2026-04-29T00:01:48,FR,user_108,smart_tv,921,3471,200,akamai,vid_25
2026-04-29T00:01:49,MA,user_109,smart_tv,877,3542,500,cloudfront,vid_1
2026-04-29T00:01:50,FR,user_110,web,809,3607,500,cloudfront,vid_9
2026-04-29T00:01:51,EG,user_111,web,197,1905,200,cloudflare,vid_6
2026-04-29T00:01:52,FR,user_112,web,882,4763,200,akamai,vid_41
2026-04-29T00:01:53,EG,user_113,smart_tv,855,4352,200,akamai,vid_7
2026-04-29T00:01:54,MA,user_114,android,150,980,500,cloudfront,vid_28
2026-04-29T00:01:55,FR,user_115,ios,727,4587,500,cloudfront,vid_4
2026-04-29T00:01:56,AE,user_116,web,186,2775,500,cloudfront,vid_20
2026-04-29T00:01:57,FR,user_117,ios,218,2341,200,cloudflare,vid_47
2026-04-29T00:01:58,AE,user_118,web,786,500,500,cloudfront,vid_35
2026-04-29T00:01:59,AE,user_119,smart_tv,145,4466,200,cloudflare,vid_47
2026-04-29T00:02:00,EG,user_120,android,157,1145,200,akamai,vid_15
2026-04-29T00:02:01,AE,user_121,web,234,2476,200,akamai,vid_44
2026-04-29T00:02:02,AE,user_122,smart_tv,189,2918,200,cloudfront,vid_37
2026-04-29T00:02:03,AE,user_123,web,210,3192,200,akamai,vid_6
2026-04-29T00:02:04,MA,user_124,android,216,1098,200,cloudfront,vid_9
2026-04-29T00:02:05,FR,user_125,web,203,2747,200,akamai,vid_45
2026-04-29T00:02:06,MA,user_126,ios,775,1160,200,cloudflare,vid_31
2026-04-29T00:02:07,FR,user_127,android,129,2580,200,akamai,vid_4
2026-04-29T00:02:08,EG,user_128,android,788,821,200,akamai,vid_43
2026-04-29T00:02:09,EG,user_129,ios,236,4240,200,akamai,vid_3
2026-04-29T00:02:10,FR,user_130,ios,565,3357,200,cloudfront,vid_27
2026-04-29T00:02:11,EG,user_131,web,238,4161,200,cloudflare,vid_18
2026-04-29T00:02:12,MA,user_132,web,911,1117,200,cloudfront,vid_48
2026-04-29T00:02:13,EG,user_133,ios,205,2829,200,akamai,vid_3
2026-04-29T00:02:14,AE,user_134,web,281,4164,200,cloudflare,vid_9
2026-04-29T00:02:15,MA,user_135,smart_tv,221,3584,200,akamai,vid_29
2026-04-29T00:02:16,MA,user_136,smart_tv,873,4647,200,akamai,vid_20
2026-04-29T00:02:17,MA,user_137,web,915,3658,200,cloudfront,vid_42
2026-04-29T00:02:18,AE,user_138,smart_tv,135,2493,200,cloudflare,vid_20
2026-04-29T00:02:19,EG,user_139,ios,672,3282,200,cloudflare,vid_43
2026-04-29T00:02:20,FR,user_140,ios,861,1157,200,cloudflare,vid_22
2026-04-29T00:02:21,EG,user_141,web,230,3548,500,cloudflare,vid_15
2026-04-29T00:02:22,FR,user_142,smart_tv,276,3088,200,akamai,vid_37
2026-04-29T00:02:23,MA,user_143,web,258,500,200,cloudflare,vid_29
2026-04-29T00:02:24,AE,user_144,web,231,3838,200,cloudfront,vid_4
2026-04-29T00:02:25,MA,user_145,ios,291,2667,200,cloudflare,vid_37
2026-04-29T00:02:26,FR,user_146,smart_tv,902,3504,200,cloudflare,vid_49
2026-04-29T00:02:27,EG,user_147,android,164,3100,500,cloudfront,vid_24
2026-04-29T00:02:28,MA,user_148,web,183,4766,200,cloudflare,vid_19
2026-04-29T00:02:29,FR,user_149,web,253,2755,200,cloudfront,vid_49
2026-04-29T00:02:30,FR,user_150,ios,661,3289,200,cloudflare,vid_23
2026-04-29T00:02:31,EG,user_151,web,118,3478,200,cloudflare,vid_29
2026-04-29T00:02:32,EG,user_152,smart_tv,135,2948,200,cloudflare,vid_41
2026-04-29T00:02:33,EG,user_153,smart_tv,159,853,200,akamai,vid_1
2026-04-29T00:02:34,MA,user_154,ios,869,975,500,akamai,vid_31
2026-04-29T00:02:35,EG,user_155,smart_tv,570,2719,200,cloudflare,vid_8
2026-04-29T00:02:36,FR,user_156,android,236,4415,200,cloudfront,vid_41
2026-04-29T00:02:37,AE,user_157,web,181,2651,200,cloudflare,vid_10
2026-04-29T00:02:38,EG,user_158,smart_tv,279,3796,500,cloudflare,vid_19
2026-04-29T00:02:39,FR,user_159,android,109,3204,500,cloudfront,vid_12
2026-04-29T00:02:40,AE,user_160,smart_tv,709,4337,200,cloudflare,vid_2
2026-04-29T00:02:41,FR,user_161,web,213,4845,200,cloudfront,vid_14
2026-04-29T00:02:42,AE,user_162,ios,174,3119,200,cloudflare,vid_1
2026-04-29T00:02:43,MA,user_163,ios,174,2741,200,cloudfront,vid_44
2026-04-29T00:02:44,MA,user_164,web,886,3459,200,cloudfront,vid_3
2026-04-29T00:02:45,MA,user_165,web,932,3103,200,akamai,vid_26
2026-04-29T00:02:46,AE,user_166,ios,144,4192,200,cloudflare,vid_10
2026-04-29T00:02:47,MA,user_167,android,325,1203,200,cloudflare,vid_31
2026-04-29T00:02:48,FR,user_168,android,890,4751,500,akamai,vid_27
2026-04-29T00:02:49,MA,user_169,smart_tv,752,3871,200,cloudflare,vid_4
2026-04-29T00:02:50,MA,user_170,web,172,655,500,cloudflare,vid_23
2026-04-29T00:02:51,EG,user_171,android,736,834,200,cloudflare,vid_17
2026-04-29T00:02:52,FR,user_172,web,742,705,200,akamai,vid_26
2026-04-29T00:02:53,FR,user_173,ios,154,1645,200,cloudfront,vid_15
2026-04-29T00:02:54,EG,user_174,ios,260,3492,200,cloudfront,vid_20
2026-04-29T00:02:55,MA,user_175,android,218,921,200,cloudfront,vid_22
2026-04-29T00:02:56,MA,user_176,android,939,4810,500,cloudfront,vid_20
2026-04-29T00:02:57,FR,user_177,web,263,3325,500,akamai,vid_43
2026-04-29T00:02:58,EG,user_178,smart_tv,794,1165,500,akamai,vid_49
2026-04-29T00:02:59,AE,user_179,ios,608,1288,200,cloudflare,vid_42
2026-04-29T00:03:00,EG,user_180,android,587,4162,200,akamai,vid_25
2026-04-29T00:03:01,FR,user_181,smart_tv,921,3435,200,akamai,vid_39
2026-04-29T00:03:02,MA,user_182,web,172,2499,500,cloudfront,vid_21
2026-04-29T00:03:03,FR,user_183,web,760,3130,500,akamai,vid_38
2026-04-29T00:03:04,MA,user_184,web,770,917,500,cloudfront,vid_28
2026-04-29T00:03:05,FR,user_185,web,170,5241,200,akamai,vid_1
2026-04-29T00:03:06,EG,user_186,android,795,2836,200,cloudfront,vid_29
2026-04-29T00:03:07,FR,user_187,android,221,854,200,akamai,vid_37
2026-04-29T00:03:08,EG,user_188,web,709,5271,200,cloudflare,vid_35
2026-04-29T00:03:09,AE,user_189,ios,148,2167,200,cloudflare,vid_11
2026-04-29T00:03:10,EG,user_190,android,261,2987,200,cloudfront,vid_44
2026-04-29T00:03:11,EG,user_191,smart_tv,211,4689,500,akamai,vid_7
2026-04-29T00:03:12,EG,user_192,smart_tv,175,4590,200,cloudfront,vid_1
2026-04-29T00:03:13,EG,user_193,web,732,2502,200,cloudflare,vid_34
2026-04-29T00:03:14,EG,user_194,ios,155,4985,200,cloudflare,vid_40
2026-04-29T00:03:15,FR,user_195,web,803,3016,200,cloudfront,vid_16
2026-04-29T00:03:16,FR,user_196,web,563,1347,500,cloudfront,vid_31
2026-04-29T00:03:17,FR,user_197,android,164,4138,200,cloudflare,vid_38
2026-04-29T00:03:18,FR,user_198,ios,735,1443,200,cloudflare,vid_47
2026-04-29T00:03:19,MA,user_199,smart_tv,236,3116,200,cloudfront,vid_2
2026-04-29T00:03:20,EG,user_200,web,220,2793,500,akamai,vid_37
2026-04-29T00:03:21,EG,user_201,smart_tv,799,2580,500,akamai,vid_18
2026-04-29T00:03:22,FR,user_202,web,278,4820,200,cloudfront,vid_3
2026-04-29T00:03:23,EG,user_203,web,220,1924,500,cloudfront,vid_38
2026-04-29T00:03:24,MA,user_204,web,783,1226,200,cloudflare,vid_34
2026-04-29T00:03:25,AE,user_205,android,770,2683,200,cloudfront,vid_9
2026-04-29T00:03:26,FR,user_206,web,224,500,500,cloudflare,vid_13
2026-04-29T00:03:27,EG,user_207,smart_tv,162,4210,500,cloudfront,vid_32
2026-04-29T00:03:28,MA,user_208,web,203,4176,200,cloudfront,vid_29
2026-04-29T00:03:29,FR,user_209,smart_tv,833,3026,500,akamai,vid_24
2026-04-29T00:03:30,MA,user_210,web,263,1181,200,cloudfront,vid_1
2026-04-29T00:03:31,AE,user_211,smart_tv,176,2638,200,cloudfront,vid_12
2026-04-29T00:03:32,MA,user_212,android,157,4383,500,cloudfront,vid_34
2026-04-29T00:03:33,MA,user_213,web,159,2269,200,cloudflare,vid_17
2026-04-29T00:03:34,MA,user_214,web,943,2518,200,cloudflare,vid_34
2026-04-29T00:03:35,FR,user_215,ios,528,1771,200,akamai,vid_25
2026-04-29T00:03:36,MA,user_216,android,187,4331,200,cloudfront,vid_20
2026-04-29T00:03:37,AE,user_217,web,153,2536,200,cloudfront,vid_34
2026-04-29T00:03:38,AE,user_218,ios,255,3690,500,cloudflare,vid_46
2026-04-29T00:03:39,AE,user_219,web,126,1255,200,akamai,vid_6
2026-04-29T00:03:40,MA,user_220,ios,738,981,500,cloudfront,vid_39
2026-04-29T00:03:41,MA,user_221,ios,324,1330,500,akamai,vid_2
2026-04-29T00:03:42,EG,user_222,web,172,3028,200,cloudflare,vid_40
2026-04-29T00:03:43,FR,user_223,android,211,3279,200,akamai,vid_1
2026-04-29T00:03:44,EG,user_224,android,151,2890,200,cloudflare,vid_4
2026-04-29T00:03:45,EG,user_225,smart_tv,1091,3137,200,akamai,vid_30
2026-04-29T00:03:46,MA,user_226,ios,816,5160,200,cloudflare,vid_7
2026-04-29T00:03:47,AE,user_227,web,132,784,200,cloudflare,vid_37
2026-04-29T00:03:48,MA,user_228,ios,172,1191,200,cloudflare,vid_42
2026-04-29T00:03:49,EG,user_229,web,1040,2700,500,cloudflare,vid_9
2026-04-29T00:03:50,AE,user_230,ios,152,4496,200,cloudfront,vid_13
2026-04-29T00:03:51,EG,user_231,web,204,1051,200,cloudflare,vid_24
2026-04-29T00:03:52,FR,user_232,web,922,4517,200,akamai,vid_35
2026-04-29T00:03:53,MA,user_233,android,268,3073,200,akamai,vid_31
2026-04-29T00:03:54,MA,user_234,ios,1015,1004,200,cloudfront,vid_11
2026-04-29T00:03:55,MA,user_235,web,175,3313,200,cloudfront,vid_32
2026-04-29T00:03:56,AE,user_236,smart_tv,138,2979,200,cloudfront,vid_43
2026-04-29T00:03:57,EG,user_237,ios,319,2607,200,cloudflare,vid_8
2026-04-29T00:03:58,AE,user_238,web,190,2737,200,akamai,vid_43
2026-04-29T00:03:59,AE,user_239,smart_tv,192,1061,200,cloudfront,vid_21
2026-04-29T00:04:00,MA,user_240,android,214,2716,200,akamai,vid_31
2026-04-29T00:04:01,MA,user_241,web,610,2976,200,cloudfront,vid_2
2026-04-29T00:04:02,MA,user_242,smart_tv,948,1023,500,cloudfront,vid_26
2026-04-29T00:04:03,AE,user_243,ios,283,3308,200,cloudfront,vid_12
2026-04-29T00:04:04,MA,user_244,smart_tv,905,2982,500,cloudflare,vid_5
2026-04-29T00:04:05,FR,user_245,smart_tv,1073,872,200,cloudfront,vid_2
2026-04-29T00:04:06,FR,user_246,smart_tv,199,979,200,akamai,vid_9
2026-04-29T00:04:07,MA,user_247,android,251,873,500,cloudfront,vid_36
2026-04-29T00:04:08,FR,user_248,android,130,843,200,cloudfront,vid_29
2026-04-29T00:04:09,EG,user_249,android,866,2522,500,akamai,vid_2
2026-04-29T00:04:10,FR,user_250,smart_tv,826,4227,200,cloudfront,vid_14
2026-04-29T00:04:11,AE,user_251,web,280,2819,200,akamai,vid_29
2026-04-29T00:04:12,EG,user_252,ios,202,2488,500,akamai,vid_23
2026-04-29T00:04:13,AE,user_253,ios,222,1064,200,cloudfront,vid_14
2026-04-29T00:04:14,AE,user_254,web,740,2574,200,cloudfront,vid_19
2026-04-29T00:04:15,FR,user_255,smart_tv,1017,3953,200,akamai,vid_33
2026-04-29T00:04:16,FR,user_256,web,154,2496,200,akamai,vid_11
2026-04-29T00:04:17,FR,user_257,ios,223,2519,200,cloudflare,vid_41
2026-04-29T00:04:18,EG,user_258,web,862,2564,500,cloudfront,vid_15
2026-04-29T00:04:19,AE,user_259,ios,284,2522,500,cloudflare,vid_45
2026-04-29T00:04:20,MA,user_260,ios,159,1326,200,cloudflare,vid_31
2026-04-29T00:04:21,MA,user_261,android,245,1092,200,akamai,vid_9
2026-04-29T00:04:22,AE,user_262,android,244,4915,200,cloudflare,vid_48
2026-04-29T00:04:23,MA,user_263,ios,212,2893,200,cloudfront,vid_14
2026-04-29T00:04:24,AE,user_264,android,760,3599,200,cloudfront,vid_36
2026-04-29T00:04:25,EG,user_265,android,702,2371,200,cloudfront,vid_8
2026-04-29T00:04:26,MA,user_266,smart_tv,156,3410,500,cloudfront,vid_20
2026-04-29T00:04:27,EG,user_267,web,764,2459,200,cloudfront,vid_43
2026-04-29T00:04:28,FR,user_268,web,166,1342,200,akamai,vid_15
2026-04-29T00:04:29,FR,user_269,android,165,3518,500,akamai,vid_6
2026-04-29T00:04:30,MA,user_270,android,1037,4115,200,cloudfront,vid_32
2026-04-29T00:04:31,FR,user_271,web,623,4085,200,cloudfront,vid_10
2026-04-29T00:04:32,FR,user_272,web,763,4989,200,akamai,vid_44
2026-04-29T00:04:33,EG,user_273,smart_tv,117,1103,200,cloudfront,vid_20
2026-04-29T00:04:34,FR,user_274,web,1049,3176,200,cloudflare,vid_3
2026-04-29T00:04:35,MA,user_275,ios,665,3192,500,cloudflare,vid_3
2026-04-29T00:04:36,FR,user_276,ios,225,5025,200,cloudflare,vid_28
2026-04-29T00:04:37,EG,user_277,ios,208,4184,200,cloudflare,vid_24
2026-04-29T00:04:38,AE,user_278,android,141,2850,500,cloudfront,vid_48
2026-04-29T00:04:39,EG,user_279,ios,944,4351,200,cloudfront,vid_9
2026-04-29T00:04:40,FR,user_280,android,197,500,500,akamai,vid_2
2026-04-29T00:04:41,FR,user_281,smart_tv,206,3725,500,akamai,vid_4
2026-04-29T00:04:42,FR,user_282,android,157,3668,200,akamai,vid_46
2026-04-29T00:04:43,FR,user_283,web,643,2379,200,akamai,vid_20
2026-04-29T00:04:44,AE,user_284,android,131,1559,200,cloudfront,vid_41
2026-04-29T00:04:45,FR,user_285,web,172,2823,200,cloudflare,vid_3
2026-04-29T00:04:46,FR,user_286,android,256,2537,200,cloudfront,vid_35
2026-04-29T00:04:47,MA,user_287,web,192,785,200,akamai,vid_9
2026-04-29T00:04:48,AE,user_288,android,234,4258,200,cloudflare,vid_19
2026-04-29T00:04:49,MA,user_289,android,740,2239,200,cloudflare,vid_23
2026-04-29T00:04:50,MA,user_290,smart_tv,197,3449,200,cloudflare,vid_9
2026-04-29T00:04:51,FR,user_291,web,258,3065,200,cloudfront,vid_42
2026-04-29T00:04:52,AE,user_292,android,225,586,200,cloudfront,vid_22
2026-04-29T00:04:53,FR,user_293,android,171,3374,200,cloudfront,vid_17
2026-04-29T00:04:54,EG,user_294,ios,776,3349,200,cloudfront,vid_19
2026-04-29T00:04:55,MA,user_295,android,790,5160,200,akamai,vid_23
2026-04-29T00:04:56,AE,user_296,android,160,2997,200,akamai,vid_11
2026-04-29T00:04:57,MA,user_297,ios,688,3194,200,cloudfront,vid_12
2026-04-29T00:04:58,AE,user_298,smart_tv,780,910,200,akamai,vid_37
2026-04-29T00:04:59,MA,user_299,ios,161,2639,200,cloudfront,vid_47
2026-04-29T00:05:00,EG,user_300,ios,166,4223,500,cloudflare,vid_41
2026-04-29T00:05:01,MA,user_301,smart_tv,706,3346,200,cloudflare,vid_6
2026-04-29T00:05:02,EG,user_302,android,158,4955,200,akamai,vid_17
2026-04-29T00:05:03,MA,user_303,android,766,2917,200,cloudfront,vid_22
2026-04-29T00:05:04,AE,user_304,ios,924,4374,200,cloudfront,vid_38
2026-04-29T00:05:05,FR,user_305,android,315,3525,200,cloudflare,vid_17
2026-04-29T00:05:06,FR,user_306,android,234,3204,200,cloudfront,vid_16
2026-04-29T00:05:07,FR,user_307,android,773,2597,200,cloudflare,vid_38
2026-04-29T00:05:08,MA,user_308,ios,222,3321,200,akamai,vid_39
2026-04-29T00:05:09,EG,user_309,ios,202,1151,500,cloudflare,vid_7
2026-04-29T00:05:10,AE,user_310,ios,558,922,200,akamai,vid_4
2026-04-29T00:05:11,FR,user_311,smart_tv,634,4480,200,cloudflare,vid_36
2026-04-29T00:05:12,EG,user_312,android,734,4427,500,cloudflare,vid_47
2026-04-29T00:05:13,EG,user_313,android,1043,4804,200,cloudflare,vid_27
2026-04-29T00:05:14,EG,user_314,ios,217,523,500,cloudfront,vid_11
2026-04-29T00:05:15,MA,user_315,web,580,2798,200,cloudfront,vid_47
2026-04-29T00:05:16,AE,user_316,web,214,1112,500,akamai,vid_47
2026-04-29T00:05:17,EG,user_317,ios,763,3613,200,akamai,vid_29
2026-04-29T00:05:18,AE,user_318,web,262,3729,200,cloudflare,vid_34
2026-04-29T00:05:19,AE,user_319,ios,227,2538,200,akamai,vid_8
2026-04-29T00:05:20,EG,user_320,web,166,4625,200,cloudflare,vid_17
2026-04-29T00:05:21,FR,user_321,android,756,4281,500,akamai,vid_41
2026-04-29T00:05:22,EG,user_322,smart_tv,167,500,200,cloudfront,vid_13
2026-04-29T00:05:23,EG,user_323,android,239,4345,200,akamai,vid_37
2026-04-29T00:05:24,EG,user_324,smart_tv,180,4805,200,cloudflare,vid_28
2026-04-29T00:05:25,FR,user_325,ios,133,943,200,cloudfront,vid_14
2026-04-29T00:05:26,EG,user_326,android,681,3280,500,akamai,vid_28
2026-04-29T00:05:27,EG,user_327,web,198,2760,200,akamai,vid_1
2026-04-29T00:05:28,EG,user_328,android,230,4183,200,cloudfront,vid_7
2026-04-29T00:05:29,EG,user_329,smart_tv,164,3099,500,cloudflare,vid_21
2026-04-29T00:05:30,MA,user_330,ios,201,999,200,cloudflare,vid_43
2026-04-29T00:05:31,AE,user_331,ios,231,4450,200,cloudfront,vid_46
2026-04-29T00:05:32,MA,user_332,web,677,2629,500,akamai,vid_29
2026-04-29T00:05:33,MA,user_333,ios,251,2855,200,cloudfront,vid_17
2026-04-29T00:05:34,AE,user_334,smart_tv,190,4781,200,cloudfront,vid_12
2026-04-29T00:05:35,EG,user_335,android,241,2672,200,akamai,vid_22
2026-04-29T00:05:36,EG,user_336,ios,223,4668,200,cloudflare,vid_3
2026-04-29T00:05:37,MA,user_337,android,864,754,200,akamai,vid_41
2026-04-29T00:05:38,MA,user_338,smart_tv,96,845,200,cloudfront,vid_13
2026-04-29T00:05:39,FR,user_339,web,956,994,200,cloudfront,vid_30
2026-04-29T00:05:40,MA,user_340,smart_tv,773,1645,200,akamai,vid_2
2026-04-29T00:05:41,AE,user_341,ios,197,3116,500,cloudflare,vid_47
2026-04-29T00:05:42,MA,user_342,smart_tv,1082,2622,500,akamai,vid_49
2026-04-29T00:05:43,MA,user_343,ios,127,3136,200,cloudflare,vid_1
