timestamp,latency,bitrate,status
810,891,2261,500
811,662,1256,200
812,271,3547,200
813,626,3006,200
814,590,3966,200
815,729,2970,200
816,168,1221,200
817,946,3055,200
818,56,1421,200
819,515,3660,500
820,325,3651,200
821,466,4384,200
822,221,3225,200
823,75,4043,500
824,323,3971,200
825,500,4150,200
826,890,3533,200
827,179,2436,200
828,215,2064,200
829,589,3447,200
830,530,1094,500
831,879,4995,500
832,99,3386,200
833,220,4991,200
834,711,1588,200
835,673,4678,200
836,580,1630,500
837,691,2637,200
838,257,3504,200
839,467,4931,200
840,928,1973,200
841,51,4070,200
842,210,3385,200
843,298,2421,500
844,700,2838,200
845,103,3114,200
846,240,1160,500
847,677,3494,500
848,975,2546,200
849,797,4743,200
850,375,1561,200
851,420,2932,200
852,97,2599,200
853,423,3172,500
854,819,1364,500
855,378,1947,500
856,165,4502,200
857,778,1958,200
858,750,3348,200
859,488,4589,200
860,772,3715,200
861,606,4667,200
862,491,2713,200
863,607,3146,200
864,531,3139,200
865,382,3488,500
866,80,1242,500
867,663,1951,200
868,930,2287,200
869,831,3378,200
870,814,1447,200
871,904,2155,200
872,298,4711,200
873,247,2738,200
874,215,2318,500
875,713,2860,200
876,130,4809,200
877,381,2620,200
878,212,4289,200
879,825,2209,200
880,215,1834,500
881,479,1938,200
882,784,4505,200
883,536,1542,500
884,664,3253,200
885,625,2632,500
886,463,4783,200
887,966,4167,200
888,997,2593,500
889,448,4834,200
890,630,1570,200
891,548,4447,200
892,873,2135,200
893,923,1650,500
894,398,2241,200
895,992,3177,500
896,395,1618,200
897,525,1764,200
898,960,3161,200
899,488,2912,200
900,781,2630,200
901,572,4024,200
902,738,1855,200
903,284,4758,200
904,643,3708,500
905,69,2765,500
906,918,2838,500
907,827,4988,200
908,350,1089,500
909,697,4346,200
910,560,3937,200
911,130,1874,200
912,509,3085,500
913,683,4498,200
914,614,4827,200
915,361,2781,500
916,807,1576,500
917,105,4251,200
918,873,4914,200
919,889,4793,500
920,151,4978,200
921,545,4642,200
922,677,2914,200
923,97,1493,500
924,82,3875,200
925,740,3987,200
926,113,3258,200
927,553,4082,500
928,589,1104,200
929,311,3944,500
930,583,4171,500
931,422,4258,200
932,221,4825,200
933,331,3008,200
934,145,2418,500
935,576,3176,200
936,151,1011,200
937,453,2126,500
938,90,3222,500
939,844,4269,500
940,603,2027,200
941,856,2324,200
942,75,3306,200
943,359,4041,200
944,601,3104,200
945,820,1556,200
946,740,2458,200
947,812,3171,500
948,343,1506,200
949,786,2198,200
950,954,4711,200
951,116,1540,200
952,729,2045,200
953,702,3024,200
954,53,2841,200
955,869,2073,200
956,980,2678,200
957,684,2651,200
958,900,1966,200
959,730,3200,200
960,789,4544,500
961,219,1866,200
962,499,4624,500
963,486,1145,500
964,694,1659,200
965,838,4944,500
966,834,2452,200
967,612,2438,500
968,852,1481,200
969,593,2292,200
970,549,2770,500
971,308,2868,500
972,359,2226,200
973,747,3898,200
974,160,3283,200
975,583,1814,500
976,478,4959,500
977,834,2959,200
978,931,1736,200
979,537,1256,200
980,327,1834,200
981,650,3308,200
982,131,2227,200
983,812,4445,200
984,706,1474,500
985,302,3558,200
986,225,2851,200
987,430,1587,200
988,864,2911,500
989,286,4315,500
990,856,3009,500
991,709,4582,200
992,213,4552,200
993,857,4802,200
994,568,2670,200
995,103,3914,500
996,879,1415,200
997,531,3965,200
998,652,3260,200
999,953,3411,200
1000,924,1753,200
1001,454,2346,200
1002,281,3994,200
1003,803,3879,200
1004,777,4074,500
1005,375,1082,200
1006,221,4765,200
1007,387,3099,200
1008,606,1616,200
1009,76,2290,200
1010,415,3412,200
1011,264,2749,200
1012,220,4446,200
1013,216,4450,200
1014,472,4211,200
1015,425,3448,200
1016,69,2350,200
1017,676,3345,500
1018,729,2096,200
1019,737,3226,500
1020,637,1958,200
1021,971,3736,200
1022,602,3732,200
1023,429,1804,200
1024,450,4595,200
1025,817,2985,200
1026,80,1760,200
1027,272,4012,200
1028,729,1316,200
1029,362,1435,200
1030,707,3760,200
1031,600,3762,200
1032,694,1458,500
1033,300,4913,500
1034,77,4650,200
1035,892,4991,200
1036,766,2271,500
1037,785,2335,200
1038,401,1906,500
1039,911,1706,200
1040,82,3161,200
1041,919,3131,500
1042,553,2093,500
1043,376,2968,200
1044,277,3521,500
1045,765,2412,500
1046,448,2708,200
1047,756,3205,200
1048,465,4587,200
1049,814,3409,500
1050,572,3812,200
1051,318,1775,200
1052,654,2784,500
1053,704,3094,500
1054,313,2287,200
1055,485,3292,200
1056,547,4743,200
1057,507,4448,500
1058,359,1072,500
1059,224,1313,200
1060,213,1855,200
1061,208,2160,200
1062,748,2786,500
1063,948,3114,500
1064,210,4456,200
1065,539,4308,200
1066,90,3338,200
1067,945,3119,200
1068,735,3354,200
1069,913,3187,200
1070,399,1217,200
1071,538,2515,500
1072,674,1150,200
1073,531,4601,200
1074,617,4586,200
1075,848,4835,500
1076,285,1877,200
1077,232,2002,500
1078,576,4576,200
1079,381,1349,200
1080,537,1463,200
1081,827,1573,500
1082,696,4396,200
1083,868,2150,200
1084,816,1712,200
1085,913,4384,500
1086,943,1284,500
1087,593,1057,200
1088,603,3775,500
1089,414,3976,200
1090,209,4998,500
1091,580,1519,200
1092,73,1537,200
1093,310,3366,500
1094,821,2810,500
1095,864,1362,200
1096,863,2045,200
1097,150,1843,200
1098,831,3196,500
1099,480,4101,500
1100,979,4197,200
1101,262,3881,200
1102,786,3117,200
1103,947,1073,200
1104,883,4872,200
1105,778,4083,500
1106,670,3680,200
1107,625,4966,200
1108,483,4376,200
1109,676,3384,200
1110,318,4683,200
1111,135,1783,200
1112,825,3499,200
1113,248,4751,200
1114,560,3743,200
1115,395,2237,200
1116,67,3941,200
1117,819,4369,200
1118,688,1901,200
1119,823,4993,200
1120,167,4268,200
1121,581,2839,500
1122,840,4522,200
1123,816,1516,500
1124,552,1189,200
1125,539,2921,200
1126,115,3123,200
1127,684,4298,500
1128,111,2915,200
1129,656,2213,200
1130,905,3766,200
1131,558,4271,200
1132,465,4369,200
1133,379,2434,200
1134,659,4381,200
1135,143,3673,200
1136,444,2555,500
1137,263,2508,200
1138,66,1424,500
1139,531,4251,200
1140,179,2311,200
1141,223,3946,200
1142,783,1862,200
1143,607,2244,200
1144,560,4408,200
1145,122,3449,200
1146,325,2494,200
1147,270,3748,200
1148,548,4801,200
1149,324,1054,500
1150,176,2861,200
1151,693,2587,200
1152,581,3302,200
1153,997,3516,200
1154,127,4805,500
1155,724,3050,200
1156,147,3985,200
1157,990,3024,500
1158,632,2268,200
1159,990,3086,200
1160,287,4546,200
1161,379,4290,200
1162,395,4991,500
1163,737,3801,200
1164,429,3894,500
1165,346,4635,200
1166,926,3809,200
1167,161,4127,500
1168,249,2021,500
1169,847,2984,200
1170,59,1818,500
1171,59,1540,200
1172,785,2567,200
1173,827,1276,200
1174,156,3145,200
1175,248,2593,500
1176,569,1940,200
1177,478,1355,200
1178,656,3881,200
1179,912,2258,200
1180,249,3876,500
1181,576,2380,200
1182,259,2059,200
1183,469,3244,200
1184,991,3143,500
1185,587,4544,200
1186,774,3244,500
1187,669,3870,200
1188,585,3999,200
1189,160,4185,200
1190,628,2424,500
1191,219,1199,200
1192,131,1019,200
1193,527,3846,200
1194,159,3741,200
1195,200,4850,200
1196,725,3762,200
1197,137,1404,500
1198,273,2687,200
1199,939,3606,200
1200,341,4055,200
1201,805,1777,200
1202,565,2525,200
1203,817,3210,500
1204,384,1701,200
1205,83,1686,200
1206,993,1116,200
1207,408,2766,200
1208,696,4931,200
1209,773,3229,200
1210,435,1306,200
1211,832,2220,200
1212,629,4644,200
1213,897,4911,200
1214,466,2949,200
1215,691,2988,200
1216,850,1573,500
1217,736,4864,200
1218,491,4326,200
1219,928,1413,200
1220,330,3631,500
1221,783,1377,200
1222,281,3974,200
1223,139,4376,200
1224,789,1978,200
1225,782,3232,200
1226,52,1532,200
1227,596,4886,200
1228,687,4877,500
1229,910,1889,200
1230,307,2590,200
1231,954,3164,200
1232,214,2677,200
1233,275,3054,500
1234,958,1409,200
1235,938,1973,500
1236,685,1163,200
1237,176,1918,200
1238,676,1218,200
1239,264,1758,200
1240,626,2551,200
1241,968,3269,200
1242,690,1969,200
1243,355,3331,200
1244,643,2231,200
1245,149,3913,200
1246,611,2437,200
1247,578,4961,500
1248,297,3165,200
1249,109,4509,200
1250,913,3597,200
1251,409,4553,200
1252,514,1726,500
1253,814,1344,200
1254,958,1954,200
1255,724,4642,200
1256,143,1873,200
1257,936,4725,200
1258,526,4452,200
1259,331,2365,500
1260,632,4319,200
1261,152,2629,200
1262,240,3427,200
1263,499,2096,200
1264,914,1383,200
1265,664,2411,200
1266,184,3936,500
1267,200,2267,200
1268,633,2824,500
1269,171,1591,200
1270,155,3348,200
1271,962,3066,200
1272,290,3475,200
1273,584,2241,200
1274,770,2925,500
1275,390,3802,200
1276,139,1558,200
1277,678,3975,500
1278,755,1122,500
1279,807,1717,200
1280,420,4102,200
1281,309,2642,200
1282,936,1719,200
1283,972,1440,200
1284,58,4972,500
1285,370,4215,200
1286,528,2819,200
1287,230,4729,200
1288,221,4735,200
1289,508,2177,200
1290,548,2082,200
1291,416,2043,200
1292,165,4619,200
1293,366,2372,200
1294,414,3768,200
1295,427,3033,200
1296,663,3873,200
1297,587,3014,500
1298,609,4382,200
1299,246,4009,500
1300,578,4906,200
1301,104,3344,200
1302,323,4217,500
1303,338,4023,500
1304,187,4297,200
1305,96,3396,200
1306,591,1601,200
1307,148,3275,200
1308,156,3337,200
1309,106,3094,200
1310,118,3056,200
1311,856,1927,200
1312,944,2877,200
1313,973,3588,200
1314,604,4400,200
1315,523,2459,200
1316,250,4761,200
1317,789,3623,200
1318,601,2165,200
1319,860,4720,200
1320,417,4775,200
1321,749,2610,200
1322,314,3730,500
1323,499,3674,200
1324,428,4096,200
1325,585,4017,200
1326,435,4859,200
1327,477,2373,200
1328,357,1667,200
1329,949,2646,500
1330,188,1075,200
1331,106,2066,200
1332,229,1639,200
1333,508,3036,200
1334,821,4644,200
1335,161,4305,200
1336,870,3153,200
1337,563,2473,200
1338,173,4420,200
1339,742,3325,200
1340,84,4888,200
1341,358,4646,200
1342,579,4630,200
1343,312,3009,500
1344,678,3486,200
1345,487,3241,200
1346,331,2354,200
1347,932,4875,200
1348,310,3244,200
1349,363,2480,200
1350,664,4604,200
1351,911,2994,200
1352,255,2513,200
1353,274,4104,500
1354,877,2889,200
1355,999,2970,200
1356,853,4543,500
1357,159,1142,500
1358,586,2359,500
1359,748,2071,200
1360,441,2519,200
1361,111,3390,200
1362,588,4304,200
1363,903,3273,200
1364,505,2803,500
1365,717,4333,200
1366,648,4808,500
1367,922,3619,200
1368,881,4983,200
1369,639,3598,200
1370,903,2366,500
1371,521,1797,500
1372,743,1956,500
1373,799,2306,200
1374,793,2741,200
1375,278,3878,500
1376,896,4240,500
1377,319,2385,200
1378,166,1603,200
1379,472,1398,200
1380,942,4072,500
1381,531,2914,200
1382,50,3678,200
1383,92,4227,200
1384,300,1056,200
1385,732,1237,200
1386,363,4676,500
1387,467,4028,200
1388,786,2472,200
1389,482,3328,200
1390,878,2143,200
1391,205,1109,200
1392,210,2145,200
1393,347,4089,200
1394,92,3402,200
1395,575,1808,200
1396,735,3861,200
1397,670,4097,200
1398,809,2457,500
1399,698,4669,500
1400,102,3861,200
1401,54,4280,200
1402,315,3322,200
1403,356,1120,200
1404,896,1095,200
1405,187,1496,500
1406,428,2468,200
1407,252,3420,200
1408,308,4759,200
1409,853,1146,200
1410,716,2381,200
1411,172,4261,200
1412,141,3707,500
1413,300,2928,200
1414,153,2911,500
1415,886,1111,200
1416,861,2465,200
1417,372,1630,500
1418,169,3616,200
1419,480,4990,200
1420,268,3595,200
1421,143,4484,200
1422,569,4272,500
1423,161,3154,500
1424,259,4708,200
1425,683,1232,200
1426,777,4755,200
1427,967,3626,200
1428,120,2445,200
1429,230,1797,200
1430,310,4780,200
1431,984,1366,200
1432,955,4050,200
1433,254,3172,500
1434,799,1267,500
1435,500,4465,200
1436,774,1721,200
1437,952,1543,200
1438,72,3172,200
1439,445,1346,200
1440,357,1900,200
1441,493,2746,500
1442,783,4679,200
1443,182,1706,200
1444,608,4279,200
1445,520,1123,200
1446,125,4883,500
1447,468,3736,200
1448,941,3375,200
1449,509,1973,200
1450,978,1773,500
1451,928,4995,500
1452,681,2904,200
1453,763,2838,200
1454,98,1034,200
1455,204,4271,500
1456,793,3130,200
1457,892,4300,200
1458,348,1165,200
1459,588,4815,200
1460,55,3698,200
1461,761,4910,200
1462,666,1966,200
1463,369,2910,500
1464,817,3689,200
1465,732,3804,200
1466,524,4794,500
1467,957,4094,200
1468,191,1148,500
1469,648,2672,500
1470,288,1588,500
1471,96,2033,500
1472,366,2378,200
1473,445,1460,200
1474,378,2664,500
1475,105,4932,200
1476,219,3100,200
1477,538,3945,200
1478,187,3007,200
1479,785,3078,500
1480,491,4977,200
1481,298,3005,200
1482,96,2027,200
1483,306,4243,500
1484,822,4415,200
1485,902,1773,200
1486,339,1320,200
1487,870,2971,200
1488,247,1596,500
1489,205,4081,500
1490,87,4889,500
1491,311,4554,200
1492,104,3502,200
1493,977,4469,200
1494,146,3063,200
1495,141,2750,500
1496,890,1285,500
